0	#аббатство#	[ɐˈb(ː)at͡stvə]	0,1,0,0,1,0,0,0
0	#аббревиатура#	[ɐbrʲɪvʲɪɐˈturə]	0,0,0,0,1,0,0,0
0	#авангард#	[ɐvɐnˈɡart]	1,0,0,0,1,0,0,0
0	#аванс#	[ɐˈvans]	1,0,0,0,1,0,0,0
0	#авансцена#	[ɐvɐnˈst͡sɛnə]	1,0,0,0,1,0,0,0
0	#авантюра#	[ɐvɐnʲˈtʲurə]	1,0,0,0,1,0,0,0
0	#авантюрист#	[ɐvənʲtʲʉˈrʲist]	1,0,0,0,1,0,0,0
0	#аварец#	[ɐˈvarʲɪt͡s]	1,0,0,0,1,0,0,0
0	#авария#	[ɐˈvarʲɪjə]	1,0,0,0,1,0,0,0
0	#август#	[ˈavɡʊst]	1,0,0,0,0,0,1,0
0	#авиабаза#	[ˌavʲɪɐˈbazə]	1,0,0,0,1,0,0,0
0	#авиакомпания#	[ˌavʲɪəkɐmˈpanʲɪjə]	1,0,0,0,1,0,0,0
0	#авиалиния#	[ˌavʲɪɐˈlʲinʲɪjə]	1,0,0,0,1,0,0,0
0	#авианосец#	[ɐvʲɪɐˈnosʲɪt͡s]	1,0,0,0,1,0,0,0
0	#авиаполк#	[ɐvʲɪɐˈpolk]	1,0,0,0,1,0,0,0
0	#авиаполк#	[ˌavʲɪɐˈpolk]	1,0,0,0,1,0,0,0
0	#авиатор#	[ɐvʲɪˈatər]	1,0,0,0,1,0,0,0
0	#авиация#	[ɐvʲɪˈat͡sɨjə]	1,0,0,0,1,0,0,0
0	#авоська#	[ɐˈvosʲkə]	1,0,0,0,1,0,0,0
1	#австралиец#	[ɐfstrɐˈlʲi(j)ɪt͡s]	1,0,0,0,0,1,0,0
1	#австриец#	[ɐfˈstrʲi(j)ɪt͡s]	1,0,0,0,0,1,0,0
1	#автаркия#	[ɐftɐrˈkʲijə]	1,0,0,0,0,1,0,0
1	#авто#	[ɐfˈto]	1,0,0,0,0,1,0,0
1	#автобус#	[ɐfˈtobʊs]	1,0,0,0,0,1,0,0
1	#автодорога#	[ˌaftədɐˈroɡə]	1,0,0,0,0,1,0,0
1	#автоколебание#	[ɐftəkəlʲɪˈbanʲɪje]	1,0,0,0,0,1,0,0
1	#автоколебание#	[ˌaftəkəlʲɪˈbanʲɪje]	1,0,0,0,0,1,0,0
1	#автолюбитель#	[ɐftəlʲʉˈbʲitʲɪlʲ]	1,0,0,0,0,1,0,0
1	#автолюбитель#	[ˌaftəlʲʉˈbʲitʲɪlʲ]	1,0,0,0,0,1,0,0
1	#автомат#	[ɐftɐˈmat]	1,0,0,0,0,1,0,0
1	#автоматизация#	[ɐftəmətʲɪˈzat͡sɨjə]	1,0,0,0,0,1,0,0
1	#автоматика#	[ɐftɐˈmatʲɪkə]	1,0,0,0,0,1,0,0
1	#автомашина#	[ɐftəmɐˈʂɨnə]	1,0,0,0,0,1,0,0
1	#автомашина#	[ˌaftəmɐˈʂɨnə]	1,0,0,0,0,1,0,0
1	#автомобилестроение#	[ɐftəmɐˌbʲilʲɪstrɐˈjenʲɪje]	1,0,0,0,0,1,0,0
1	#автомобилист#	[ɐftəməbʲɪˈlʲist]	1,0,0,0,0,1,0,0
1	#автомобиль#	[ɐftəmɐˈbʲilʲ]	1,0,0,0,0,1,0,0
1	#автономия#	[ɐftɐˈnomʲɪjə]	1,0,0,0,0,1,0,0
1	#автономность#	[ɐftɐˈnomnəsʲtʲ]	1,0,0,0,0,1,0,0
1	#автопарк#	[ˌaftɐˈpark]	1,0,0,0,0,1,0,0
1	#автопилот#	[ɐftəpʲɪˈlot]	1,0,0,0,0,1,0,0
1	#автопилот#	[ˌaftəpʲɪˈlot]	1,0,0,0,0,1,0,0
1	#автопробег#	[ɐftəprɐˈbʲek]	1,0,0,0,0,1,0,0
1	#автопробег#	[ˌaftəprɐˈbʲek]	1,0,0,0,0,1,0,0
1	#автопром#	[ɐftɐˈprom]	1,0,0,0,0,1,0,0
1	#автор#	[ˈaftər]	1,0,0,0,0,1,0,0
1	#авторизация#	[ɐftərʲɪˈzat͡sɨjə]	1,0,0,0,0,1,0,0
1	#авторитет#	[ɐftərʲɪˈtʲet]	1,0,0,0,0,1,0,0
1	#авторучка#	[ɐftɐˈrut͡ɕkə]	1,0,0,0,0,1,0,0
1	#автосалон#	[ɐftəsɐˈlon]	1,0,0,0,0,1,0,0
1	#автосалон#	[ˌaftəsɐˈlon]	1,0,0,0,0,1,0,0
1	#автострада#	[ɐftɐˈstradə]	1,0,0,0,0,1,0,0
1	#автотранспорт#	[ˌaftɐˈtranspərt]	1,0,0,0,0,1,0,0
0	#авуары#	[ɐvʊˈarɨ]	1,0,0,0,1,0,0,0
0	#агава#	[ɐˈɡavə]	1,0,0,0,1,0,0,0
0	#агентство#	[ɐˈɡʲent͡stvə]	0,1,0,0,1,0,0,0
0	#агрессивность#	[ɐɡrʲɪˈsʲivnəsʲtʲ]	1,0,0,0,0,0,0,0
0	#агрессивность#	[ɐɡrɨˈsʲivnəsʲtʲ]&#160;(phonetic respelling	1,0,0,0,0,0,0,0
0	#адаптивность#	[ɐdɐpˈtʲivnəsʲtʲ]	1,0,0,0,0,0,0,0
0	#адвокат#	[ɐdvɐˈkat]	0,0,1,0,1,0,0,0
0	#адекватность#	[ɐdɨkˈvatnəsʲtʲ]&#160;(phonetic respelling	0,1,0,0,1,0,0,0
0	#администрирование#	[ɐdmʲɪnʲɪˈstrʲirəvənʲɪje]	1,0,0,0,1,0,0,0
0	#акварель#	[ɐkvɐˈrʲelʲ]	0,1,0,0,1,0,0,0
0	#аквариум#	[ɐkˈvarʲɪʊm]	0,1,0,0,1,0,0,0
0	#акватория#	[ɐkvɐˈtorʲɪjə]	0,1,0,0,1,0,0,0
1	#актив#	[ɐkˈtʲif]	1,0,0,0,0,0,0,1
0	#активатор#	[ɐktʲɪˈvatər]	1,0,0,0,1,0,0,0
0	#активация#	[ɐktʲɪˈvat͡sɨjə]	1,0,0,0,1,0,0,0
0	#активизация#	[ɐktʲɪvʲɪˈzat͡sɨjə]	1,0,0,0,1,0,0,0
0	#активист#	[ɐktʲɪˈvʲist]	1,0,0,0,1,0,0,0
0	#активность#	[ɐkˈtʲivnəsʲtʲ]	1,0,0,0,0,0,0,0
0	#акушерство#	[ɐkʊˈʂɛrstvə]	0,1,0,0,1,0,0,0
0	#альтернатива#	[ɐlʲtɨrnɐˈtʲivə]&#160;(phonetic respelling	1,0,0,0,1,0,0,0
0	#аневризма#	[ɐnʲɪˈvrʲizmə]	0,0,0,0,0,0,0,0
1	#анклав#	[ɐnˈklaf]	1,0,0,0,0,0,0,1
0	#антивирус#	[ˌanʲtʲɪˈvʲirʊs]	1,0,0,0,1,0,0,0
0	#антиквариат#	[ɐnʲtʲɪkvərʲɪˈat]	0,1,0,0,1,0,0,0
0	#арестованный#	[ɐrʲɪˈstovən(ː)ɨj]	1,0,0,0,1,0,0,0
1	#архив#	[ɐrˈxʲif]	1,0,0,0,0,0,0,1
0	#архиватор#	[ɐrxʲɪˈvatər]	1,0,0,0,1,0,0,0
0	#ассигнование#	[ɐsʲɪɡnɐˈvanʲɪje]	1,0,0,0,1,0,0,0
0	#атавизм#	[ɐtɐˈvʲizm]	1,0,0,0,1,0,0,0
0	#бакалавр#	[bəkɐˈlavr]	1,0,0,0,0,0,0,0
1	#бакланов#	[bɐˈklanəf]	1,0,0,0,0,0,0,1
0	#баловень#	[ˈbaləvʲɪnʲ]	1,0,0,0,0,0,0,0
0	#банкротство#	[bɐnˈkrot͡stvə]	0,1,0,0,1,0,0,0
0	#бегство#	[ˈbʲekstvə]	0,1,0,0,1,0,0,0
0	#бедствие#	[ˈbʲet͡stvʲɪje]	0,1,0,0,1,0,0,0
0	#безвластие#	[bʲɪzˈvlasʲtʲɪje]	0,0,1,0,0,0,0,0
0	#безволие#	[bʲɪzˈvolʲɪje]	0,0,1,0,1,0,0,0
0	#безвременье#	[bʲɪzˈvrʲemʲɪnʲje]	0,0,1,0,0,0,0,0
0	#бездействие#	[bʲɪzʲˈdʲejstvʲɪje]	0,1,0,0,1,0,0,0
1	#безотцовщина#	[bʲɪzɐˈt͡sːofɕːɪnə]	1,0,0,0,0,1,0,0
1	#безрукавка#	[bʲɪzrʊˈkafkə]	1,0,0,0,0,1,0,0
0	#белогвардеец#	[bʲɪləɡvɐrˈdʲe(j)ɪt͡s]	0,0,1,0,1,0,0,0
1	#бензозаправка#	[ˌbʲenzəzɐˈprafkə]	1,0,0,0,0,1,0,0
0	#бережливость#	[bʲɪrʲɪʐˈlʲivəsʲtʲ]	1,0,0,0,1,0,0,0
0	#беспамятство#	[bʲɪˈspamʲɪt͡stvə]	0,1,0,0,1,0,0,0
0	#беспокойство#	[bʲɪspɐˈkojstvə]	0,1,0,0,1,0,0,0
0	#бесправие#	[bʲɪˈspravʲɪje]	1,0,0,0,1,0,0,0
1	#бечевка#	[bʲɪˈt͡ɕɵfkə]	0,0,0,0,0,1,0,0
0	#бешенство#	[ˈbʲeʂɨnstvə]	0,1,0,0,1,0,0,0
