# P	count	tag	form
1.0	1	VERB	обучалось
0.15	3156	PART	и
1.0	5	NUM	1991
1.0	1	NUM	1307
1.0	2	ADJ	начальной
1.0	5	ADJ	средней
1.0	3	NOUN	школах
1.0	14	NUM	2001
1.0	12	PUNCT	/
1.0	3	NUM	02
1.0	2	ADJ	учебного
0.95	20	ADP	согласно
1.0	11	ADJ	государственной
1.0	7	NOUN	программе
1.0	30	NOUN	образования
1.0	9	VERB	действует
1.0	1	ADJ	11-летняя
1.0	23	NOUN	система
1.0	10	ADJ	общего
1.0	4	ADJ	среднего
1.0	37	ADV	вместе
0.7	107	PRON	тем
1.0	13	NOUN	развитие
1.0	1	ADJ	естественнонаучной
1.0	1	NOUN	мысли
1.0	2	VERB	восходит
1.0	16	DET	своими
1.0	2	NOUN	корнями
1.0	1	ADJ	древнейшим
1.0	1	NOUN	периодам
1.0	1	ADJ	человеческой
1.0	5	NOUN	цивилизации
1.0	2	ADJ	лунный
1.0	1	ADJ	солнечный
1.0	1	NOUN	календари
1.0	2	VERB	применялись
1.0	5	ADJ	повседневной
1.0	56	NOUN	жизни
1.0	1	NOUN	предков
1.0	4	ADJ	армянского
1.0	14	NOUN	народа
1.0	43	ADJ	первый
1.0	5	NOUN	век
1.0	227	ADP	до
1.0	21	DET	нашей
1.0	8	NOUN	эры
1.0	7	ADJ	пятый
0.56	320	PRON	его
1.0	3	NOUN	представителями
0.91	139	AUX	были
1.0	56	NUM	многие
1.0	1	ADJ	замечательные
1.0	15	NOUN	ученые
1.0	2	NOUN	древности
1.0	1	NOUN	астрономы
1.0	17	NOUN	врачи
1.0	1	NOUN	зодчие
1.0	2	NOUN	философы
1.0	1	NOUN	математики
1.0	39	ADV	менее
1.0	1	ADJ	системные
1.0	4	ADJ	научные
1.0	22	NOUN	исследования
1.0	35	VERB	стали
1.0	1	ADJ	возможны
1.0	18	NOUN	территории
1.0	1	ADJ	долгая
1.0	2	NOUN	дорога
1.0	1	NOUN	лидерству
1.0	1	NOUN	it
0.96	68	ADV	сегодня
1.0	22	NOUN	ситуация
1.0	4	ADJ	научными
1.0	1	NOUN	исследованиями
1.0	1	ADJ	схожа
1.0	2	NOUN	положением
1.0	17	NOUN	науки
1.0	5	PROPN	снг
1.0	477	PUNCT	:
1.0	1	NOUN	изношенность
1.0	3	ADJ	материальной
1.0	14	NOUN	базы
1.0	7	NOUN	необходимость
1.0	2	NOUN	инвестирования
1.0	38	DET	эту
1.0	4	NOUN	отрасль
1.0	35	ADJ	новых
1.0	19	NOUN	средств
1.0	4	NOUN	сохранения
1.0	10	ADJ	научного
1.0	3	NOUN	потенциала
0.95	21	ADP	благодаря
1.0	32	NOUN	помощи
1.0	5	ADJ	зарубежных
1.0	7	NOUN	организаций
1.0	6	VERB	проводятся
1.0	4	ADJ	важные
1.0	1	VERB	налаживается
1.0	2	NOUN	сотрудничество
1.0	1	ADJ	зарубежными
1.0	1	NOUN	институтами
0.6	5	NOUN	интернете
1.0	2	NOUN	ресурс
0.17	18	PROPN	общества
1.0	3	ADJ	армянских
0.25	4	PROPN	архитекторов
0.14	7	PROPN	ученых
1.0	2	PROPN	америки
1.0	3	PROPN	armenian
1.0	1	PROPN	engineers
0.75	4	X	and
1.0	1	PROPN	scientists
1.0	3	X	of
1.0	1	PROPN	america
1.0	1	PROPN	aesa
1.0	1	VERB	поддерживается
0.4	5	NOUN	институт
0.5	2	NOUN	энциклопедии
1.0	1	PROPN	encyclopaedia
1.0	1	PROPN	editorial
1.0	1	PROPN	office
1.0	9	ADJ	главная
1.0	1	PROPN	редакция
1.0	3	ADJ	армянской
0.5	2	PROPN	энциклопедии
1.0	6	NOUN	сми
0.2	10	PROPN	республики
1.0	1	NUM	1512
1.0	2	PROPN	венеции
1.0	5	VERB	вышли
1.0	31	ADJ	первые
1.0	2	ADJ	печатные
1.0	7	NOUN	книги
1.0	2	ADJ	армянском
1.0	8	NOUN	языке
1.0	19	ADJ	первая
1.0	1	NOUN	типография
0.94	114	AUX	была
1.0	4	VERB	основана
1.0	1	PROPN	константинополе
1.0	1	NUM	1567
1.0	1	NUM	1794
1.0	1	PROPN	мадрасе
1.0	1	PROPN	индия
1.0	4	VERB	вышла
1.0	1	ADJ	еженедельная
1.0	13	NOUN	газета
1.0	1	PROPN	аздарар
1.0	1	NOUN	вестник
0.09	69	ADV	несколько
0.67	6	ADV	позднее
1.0	1	PROPN	калькутте
1.0	1	VERB	печатается
1.0	2	NOUN	журнал
1.0	1	PROPN	азгасер
1.0	1	NOUN	патриот
1.0	2	NOUN	еженедельник
1.0	1	PROPN	аревелян
1.0	1	X	цануцманц
1.0	2	ADJ	восточные
1.0	1	NOUN	известия
1.0	1	NUM	1815
1.0	1	PROPN	астрахани
1.0	1	VERB	издается
1.0	6	NUM	250
1.0	4	NOUN	газет
1.0	1	NUM	пятидесяти
1.0	2	NOUN	журналов
1.0	2	NOUN	республика
1.0	2	ADJ	государственная
1.0	9	NOUN	президента
0.96	24	NOUN	правительства
1.0	2	NOUN	парламента
1.0	6	VERB	выходит
1.0	6	ADJ	русском
1.0	1	NOUN	языках
0.58	65	ADV	также
1.0	3	VERB	выходят
1.0	2	ADJ	частные
1.0	11	NOUN	газеты
1.0	1	PROPN	aravot
1.0	1	PROPN	ayots
1.0	1	PROPN	ashkar
1.0	14	NOUN	голос
1.0	9	ADJ	новое
1.0	128	NOUN	время
1.0	1	PROPN	орран
1.0	1	PROPN	етер
1.0	2	ADJ	деловой
1.0	1	NOUN	экспресс
1.0	1	PROPN	иравунк
1.0	1	NOUN	дайджест
1.0	4	NOUN	прессы
1.0	161	ADV	можно
1.0	25	VERB	найти
0.77	13	NOUN	интернет
1.0	2	NOUN	адресу
1.0	1	X	www.armeninews.com
0.91	69	NUM	несколько
1.0	8	ADJ	государственных
1.0	4	ADJ	частных
1.0	8	ADJ	информационных
1.0	2	NOUN	агентств
1.0	1	NUM	1926
1.0	3	PROPN	ереване
1.0	6	VERB	начались
1.0	1	NOUN	радиопередачи
1.0	5	NUM	1956
0.91	11	VERB	начал
1.0	23	VERB	работать
1.0	1	ADJ	ереванский
1.0	1	NOUN	телецентр
1.0	6	ADJ	национальный
0.29	7	NOUN	комитет
1.0	3	NOUN	телевидению
1.0	1	NOUN	радиовещанию
1.0	2	VERB	занимается
1.0	3	NOUN	вопросами
1.0	5	NOUN	радио
1.0	3	NOUN	телевидения
1.0	16	NOUN	программы
1.0	19	ADJ	российского
1.0	1	ADJ	спутниковому
1.0	2	PROPN	intelsat
1.0	4	ADJ	доступны
1.0	23	DET	всей
1.0	6	VERB	действуют
1.0	17	NUM	12
1.0	7	ADJ	крупных
1.0	1	NOUN	телекомпаний
1.0	462	ADP	из
1.0	3	ADJ	крупнейших
0.83	6	NOUN	республике
1.0	1	NOUN	радиокомпаний
1.0	34	VERB	является
1.0	1	PROPN	hai
1.0	1	PROPN	fm
1.0	1	VERB	вещает
1.0	3	NOUN	канал
1.0	1	PROPN	national
1.0	1	PROPN	tv
1.0	1	PROPN	radio
1.0	1	PROPN	armenia
1.0	19	NUM	2003
1.0	1	VERB	насчитывалось
1.0	1	NUM	98
1.0	4	NOUN	абонентов
1.0	1	NOUN	радиосети
1.0	62	PRON	которых
1.0	3	NUM	43
1.0	6	NOUN	столице
0.8	10	NOUN	республики
1.0	15	NOUN	история
1.0	1	ADJ	регионального
1.0	6	VERB	началась
1.0	2	ADJ	80-х
1.0	2	ADV	вначале
0.89	445	PRON	это
1.0	5	NOUN	большинстве
1.0	26	DET	своем
1.0	2	ADJ	кабельные
1.0	3	NOUN	студии
1.0	1	VERB	специализирующиеся
1.0	1	ADJ	развлекательной
1.0	1	ADJ	негосударственные
1.0	16	NOUN	станции
0.33	3	VERB	расположены
0.79	90	DET	всех
1.0	2	ADJ	районных
1.0	4	NOUN	центрах
1.0	5	ADV	сравнительно
1.0	514	CCONJ	но
1.0	16	DET	некоторых
1.0	1	ADJ	малонаселенных
1.0	1	NOUN	пунктах
1.0	1	ADJ	телекоммуникационное
1.0	1	NOUN	наследие
1.0	1	ADJ	хеттским
1.0	1	ADJ	митанийским
1.0	1	ADJ	ассирийским
1.0	1	NOUN	источникам
1.0	1	NOUN	половине
1.0	13	ADJ	второго
1.0	2	NOUN	тысячелетия
1.0	266	ADP	у
1.0	1	ADJ	разноязычных
1.0	1	NOUN	племен
1.0	1	VERB	населявших
1.0	2	ADJ	армянское
1.0	1	NOUN	нагорье
1.0	6	PROPN	кавказе
1.0	2	VERB	существовали
1.0	3	ADJ	многочисленные
1.0	5	ADJ	политические
0.78	27	NUM	одно
1.0	107	PRON	них
1.0	14	NOUN	государство
1.0	1	PROPN	урарту
1.0	2	NOUN	столицей
1.0	1	PROPN	тушпа
1.0	1	PROPN	ван
1.0	1	NOUN	народами
1.0	1	ADJ	урартского
1.0	1	NOUN	царства
1.0	6	VERB	создана
1.0	5	ADJ	высокая
1.0	1	NOUN	цивилизация
1.0	2	VERB	определившая
1.0	1	ADJ	культурное
1.0	6	NOUN	будущее
1.0	1	ADJ	древней
1.0	28	NOUN	течение
1.0	2	ADJ	последующих
1.0	3	NOUN	веков
1.0	15	ADJ	современной
1.0	1	VERB	возникали
1.0	1	VERB	гибли
1.0	2	ADJ	древние
0.95	19	NOUN	государства
1.0	3	NOUN	царство
1.0	1	PROPN	киликия
1.0	1	VERB	пало
1.0	13	NOUN	середине
1.0	1	NUM	xiv
1.0	109	ADP	под
1.0	1	NOUN	ударами
1.0	1	ADJ	египетских
1.0	1	NOUN	мамелюков
1.0	6	ADJ	последующие
1.0	7	NUM	шесть
1.0	1	NOUN	столетий
1.0	1	NOUN	территория
1.0	1	VERB	разделена
1.0	57	ADP	между
1.0	1	PROPN	турцией
1.0	1	PROPN	персией
1.0	3	PROPN	россией
0.5	112	DET	этого
1.0	1	ADJ	армянскому
1.0	8	NOUN	народу
1.0	2	VERB	удавалось
1.0	5	VERB	поддерживать
1.0	5	VERB	развивать
1.0	1	ADJ	национальную
1.0	5	NOUN	культуру
1.0	6	ADV	успешно
1.0	1	VERB	интегрироваться
1.0	6	NOUN	экономику
1.0	5	NOUN	политику
1.0	35	DET	своих
1.0	1	NOUN	метрополий
1.0	2	NOUN	распад
1.0	1	VERB	привел
1.0	1	NOUN	восстановлению
1.0	3	NOUN	независимости
1.0	43	ADP	из-за
1.0	1	ADJ	карабахского
1.0	1	NOUN	конфликта
1.0	4	VERB	наступил
1.0	1	ADJ	тяжелейшего
1.0	2	ADJ	энергетического
1.0	5	NOUN	кризиса
1.0	2	ADV	повсеместно
1.0	1	VERB	закрывались
1.0	1	NOUN	заводы
1.0	1	ADJ	уличное
1.0	10	NOUN	движение
1.0	1	VERB	приостановлено
0.86	134	SCONJ	когда
1.0	32	VERB	говорят
1.0	77	ADP	об
1.0	8	ADJ	американской
1.0	2	NOUN	ум
0.79	28	ADP	прежде
0.51	106	PRON	всего
1.0	5	VERB	приходит
1.0	1	PROPN	израиль
1.0	91	ADV	однако
1.0	3	ADJ	вторым
1.0	6	NOUN	государством
1.0	397	ADP	за
1.0	25	PRON	ним
1.0	1	NOUN	пересчете
1.0	7	NOUN	душу
1.0	40	NOUN	населения
1.0	22	VERB	следует
1.0	2	ADJ	американская
1.0	4	VERB	достигает
1.0	1	NUM	42
1.0	28	NOUN	долларов
1.0	32	NOUN	человека
1.0	15	NUM	2000
1.0	3	VERB	выделено
1.0	1	NUM	102,4
1.0	13	NOUN	страна
1.0	11	VERB	получила
1.0	8	NUM	90
1.0	23	NOUN	миллионов
0.6	127	PRON	этом
1.0	1	ADJ	немалая
1.0	3	NOUN	заслуга
1.0	1	VERB	проживающей
1.0	1	NOUN	диаспоры
1.0	65	PRON	которая
1.0	1	VERB	старается
1.0	2	VERB	оказать
1.0	1	ADJ	всемерное
1.0	3	NOUN	содействие
1.0	1	VERB	оказавшейся
1.0	1	ADJ	бедственном
1.0	6	NOUN	положении
1.0	3	ADJ	исторической
1.0	2	NOUN	родине
1.0	6	NUM	xx
1.0	15	NOUN	правительство
1.0	2	VERB	сделало
1.0	4	NOUN	ставку
1.0	17	NOUN	технологий
1.0	13	ADV	вновь
1.0	1	VERB	переизбранный
1.0	8	NOUN	президент
1.0	3	PROPN	роберт
1.0	1	PROPN	кочарян
1.0	1	VERB	провозгласил
1.0	1	ADJ	амбициозную
1.0	8	NOUN	цель
1.0	33	ADJ	должна
0.89	18	VERB	стать
1.0	1	ADJ	региональным
1.0	3	NOUN	лидером
1.0	2	ADJ	интеллектуальных
1.0	26	NOUN	услуг
1.0	2	ADJ	трудная
1.0	9	NOUN	задача
1.0	217	SCONJ	если
1.0	4	VERB	вспомнить
0.79	954	SCONJ	что
0.17	6	PROPN	республике
1.0	10	PROPN	ра
1.0	2	VERB	проживает
1.0	1	NUM	3,1
0.92	74	NOUN	раз
1.0	2	VERB	демонстрировала
1.0	2	ADJ	удивительные
1.0	3	NOUN	примеры
1.0	1	NOUN	выживания
0.44	320	DET	его
1.0	4	NOUN	вклад
1.0	3	ADJ	мировую
1.0	3	NOUN	науку
1.0	6	NOUN	ошибки
1.0	3	VERB	признать
1.0	3	ADJ	огромным
1.0	3	NOUN	началу
0.92	201	AUX	был
1.0	1	VERB	соединен
1.0	4	ADJ	телефонной
1.0	1	ADJ	телеграфной
1.0	2	NOUN	связью
0.73	26	NOUN	начала
1.0	2	ADV	интенсивно
1.0	6	VERB	развивается
1.0	2	ADJ	телефонная
1.0	1	NOUN	радиосвязь
1.0	17	VERB	происходит
1.0	1	NOUN	телефонизация
1.0	1	PROPN	еревана
1.0	1	VERB	населенных
1.0	3	NOUN	пунктов
1.0	4	NOUN	структура
1.0	7	NOUN	организация
0.89	9	NOUN	сети
1.0	1	VERB	унаследованы
1.0	9	ADJ	бывшего
1.0	6	ADJ	основная
1.0	47	NOUN	часть
1.0	3	VERB	имеющихся
1.0	1	ADJ	телекоммуникационных
1.0	10	NOUN	систем
1.0	185	ADV	еще
1.0	11	NOUN	времена
0.67	6	PROPN	союза
0.36	214	DET	их
1.0	3	ADJ	значительная
1.0	6	ADV	включая
1.0	1	ADJ	аналоговые
1.0	4	ADV	физически
1.0	2	ADV	морально
1.0	1	VERB	устарела
1.0	1	NOUN	степень
1.0	1	NOUN	износа
1.0	41	ADV	особенно
1.0	4	ADJ	велика
1.0	1	ADJ	сельских
1.0	1	ADJ	телефонных
1.0	6	NOUN	станций
1.0	6	NOUN	линий
1.0	44	NOUN	связи
1.0	11	NOUN	целом
1.0	4	NOUN	сеть
1.0	11	VERB	требует
1.0	3	NOUN	модернизации
1.0	212	CCONJ	или
1.0	2	NOUN	замены
1.0	104	SYM	%
1.0	2	ADJ	технического
1.0	2	NOUN	состава
1.0	2	NOUN	атс
1.0	1	ADJ	телефонные
1.0	13	ADJ	другое
1.0	33	VERB	имеет
1.0	5	NOUN	доступ
1.0	4	ADJ	международные
1.0	2	ADP	посредством
1.0	1	ADJ	оптоволоконной
1.0	2	PROPN	тае
1.0	12	PROPN	китай
1.0	5	PROPN	германия
1.0	1	PROPN	волс
1.0	1	PROPN	ирана
1.0	2	NOUN	использованием
1.0	5	ADJ	наземных
1.0	1	ADJ	радиорелейных
1.0	6	NOUN	выход
1.0	2	ADJ	московскую
1.0	2	ADJ	международную
1.0	6	NOUN	станцию
0.98	54	NOUN	год
1.0	2	VERB	имела
0.88	17	NUM	одну
1.0	1	ADJ	наземную
1.0	1	ADJ	спутниковую
1.0	14	ADJ	самой
1.0	1	ADJ	востребованной
1.0	20	PROPN	россия
1.0	29	PRON	нее
1.0	15	VERB	приходится
1.0	1	NUM	37
1.0	2	NOUN	звонков
1.0	7	ADJ	втором
1.0	24	NOUN	месте
1.0	7	ADJ	третьем
1.0	6	ADJ	европейские
1.0	1	VERB	сосредоточена
1.0	7	NUM	1998
1.0	1	VERB	имелось
1.0	1	NUM	556
1.0	2	NUM	семи
1.0	8	ADJ	сотовой
1.0	1	NOUN	состоянию
1.0	6	NUM	31
0.92	25	NOUN	марта
0.5	2	VERB	фиксированной
1.0	7	PROPN	арментел
1.0	2	VERB	составило
1.0	1	NUM	546
1.0	3	ADJ	национальным
1.0	2	NOUN	оператором
1.0	10	ADJ	международной
1.0	1	ADJ	междугородней
1.0	6	ADJ	городской
1.0	18	NOUN	компания
1.0	3	NUM	1997
0.4	5	DET	её
1.0	3	NOUN	акций
1.0	9	VERB	принадлежит
1.0	2	ADJ	греческой
1.0	1	ADJ	телекоммуникационной
1.0	38	NOUN	компании
0.67	3	PROPN	оте
1.0	2	VERB	приобрела
0.64	214	PRON	их
1.0	1	NUM	142,47
1.0	27	NOUN	млн
1.0	2	NOUN	условиям
1.0	3	NOUN	договора
1.0	8	NOUN	правительством
1.0	13	VERB	получил
1.0	1	ADJ	монопольные
0.94	17	NOUN	права
1.0	24	NOUN	области
1.0	30	NUM	15
1.0	37	DET	свою
1.0	26	NOUN	очередь
0.5	2	NOUN	договору
0.33	3	NOUN	оте
1.0	1	VERB	обязалась
1.0	1	VERB	инвестировать
1.0	1	NOUN	телекоммуникации
1.0	14	NUM	200
1.0	28	NUM	пять
1.0	62	NOUN	работы
1.0	26	NOUN	отношения
1.0	1	ADJ	греческим
1.0	11	VERB	начали
1.0	1	VERB	ухудшаться
1.0	14	NUM	2002
1.0	11	NOUN	руководство
1.0	1	VERB	получило
0.83	6	NOUN	министерства
1.0	3	NOUN	транспорта
1.0	132	ADV	более
1.0	7	NOUN	десятка
1.0	5	ADJ	официальных
1.0	1	NOUN	предупреждений
0.5	16	ADP	относительно
1.0	1	NOUN	невыполнения
1.0	4	NOUN	компанией
1.0	2	NOUN	требований
1.0	1	ADJ	монопольное
1.0	9	NOUN	положение
0.61	57	ADV	пока
1.0	1	ADV	негативно
1.0	2	VERB	сказывается
1.0	24	NOUN	качестве
0.96	24	PRON	ей
1.0	4	VERB	принадлежат
1.0	1	ADJ	эксклюзивные
1.0	1	NOUN	оказанию
1.0	1	NOUN	стандарте
1.0	1	PROPN	gsm
1.0	8	NOUN	качество
1.0	23	VERB	остается
1.0	3	ADJ	низким
1.0	3	VERB	отвечают
1.0	2	ADJ	современным
1.0	1	NOUN	потребностям
1.0	7	ADJ	сегодняшний
1.0	35	NOUN	день
1.0	2	ADJ	мобильная
1.0	8	NOUN	связь
1.0	1	VERB	покрывает
1.0	11	NUM	25
1.0	13	NOUN	ответ
1.0	3	NOUN	претензии
1.0	5	VERB	объявил
1.0	295	ADP	о
0.68	130	PRON	том
1.0	8	NOUN	концу
1.0	1	VERB	охватит
1.0	24	DET	всю
1.0	3	NOUN	территорию
1.0	2	VERB	достиг
1.0	1	NOUN	договоренности
1.0	1	PROPN	hellascom
1.0	3	NOUN	предоставлении
1.0	3	ADJ	товарного
1.0	9	NOUN	кредита
1.0	9	NOUN	сумму
1.0	12	NUM	40
1.0	47	NOUN	евро
1.0	87	DET	эти
1.0	18	NOUN	средства
0.93	114	AUX	будет
1.0	1	VERB	установлена
1.0	12	ADJ	новая
1.0	4	NOUN	станция
1.0	1	NOUN	стоимостью
1.0	7	NUM	23
1.0	7	NUM	сто
1.0	5	NOUN	номеров
1.0	13	NUM	17
1.0	6	VERB	установлено
1.0	9	NOUN	оборудование
1.0	5	NOUN	расширения
1.0	6	NOUN	возможностей
1.0	2	VERB	действующей
1.0	2	NOUN	увеличением
0.49	121	DET	ее
1.0	2	NOUN	емкости
1.0	2	NUM	ста
1.0	3	ADJ	армянский
1.0	10	NOUN	вариант
1.0	12	VERB	появился
1.0	7	ADJ	90-х
1.0	2	NOUN	столетия
1.0	1	NOUN	домен
1.0	2	X	am
1.0	1	VERB	активизирован
1.0	1	PROPN	iana
1.0	6	NUM	26
1.0	10	NOUN	августа
1.0	9	NUM	1994
1.0	1	PROPN	internet
1.0	1	PROPN	company
1.0	1	PROPN	ltd
1.0	4	PROPN	arminco
0.27	26	VERB	начала
1.0	4	VERB	предоставлять
1.0	9	NOUN	услуги
1.0	3	ADJ	электронной
1.0	1	NOUN	почты
1.0	41	DET	эта
1.0	3	NUM	1992
0.5	2	PROPN	институтом
1.0	1	VERB	автоматизированных
0.5	2	PROPN	службой
1.0	1	ADJ	сейсмической
1.0	7	NOUN	защиты
1.0	61	ADV	тогда
1.0	2	NOUN	основы
1.0	4	NOUN	передачи
0.89	9	NOUN	данных
1.0	1	VERB	послужила
1.0	1	PROPN	x.25
1.0	1	PROPN	iasnet
1.0	2	VERB	установила
0.94	18	ADJ	первое
1.0	4	NOUN	соединение
1.0	3	NOUN	протоколу
1.0	1	PROPN	tcp
1.0	1	PROPN	ip
1.0	2	PROPN	москвой
1.0	5	NUM	1995
1.0	13	NUM	300
1.0	3	NOUN	пользователей
1.0	44	ADP	среди
0.09	139	VERB	были
1.0	1	NOUN	представительства
1.0	4	ADJ	международных
1.0	13	NOUN	компаний
1.0	5	PROPN	оон
0.14	7	PROPN	корпус
1.0	64	NOUN	мира
1.0	30	ADJ	другие
1.0	4	ADJ	государственные
1.0	22	NOUN	организации
1.0	33	ADV	нельзя
1.0	4	VERB	назвать
1.0	1	ADJ	дешевым
1.0	1	ADJ	общедоступным
1.0	13	ADJ	большую
1.0	22	NOUN	роль
1.0	4	NOUN	развитии
1.0	1	NOUN	сегмента
1.0	2	VERB	играют
1.0	3	NOUN	фонды
0.99	288	ADV	так
0.11	9	PROPN	программа
0.04	25	PROPN	развития
1.0	1	PROPN	undp
1.0	7	VERB	обеспечивает
1.0	1	ADJ	бесплатным
1.0	1	NOUN	пользованием
1.0	2	ADJ	внутренними
1.0	1	NOUN	ресурсами
1.0	14	NUM	16
1.0	1	PROPN	project
1.0	1	PROPN	harmony
1.0	1	NOUN	партнерстве
